price_total,room_type,is_shared_room,is_private_room,max_guests,is_superhost,is_multi_listing,is_business_listing,cleanliness_score,guest_satisfaction_score,num_bedrooms,distance_city_center,distance_metro,attraction_index,restaurant_index,longitude,latitude,city,district,state,country_name,Crime_Index,Safety_Index,Monthly_Average_Net_salary
80.95454776,Private room,0,1,2,1,0,0,10,100,1,5.413668035,0.397709111,69.40932213,92.59796186,13.44451,52.47785,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
166.6281,Entire home/apt,0,0,4,1,0,0,10,98,0,6.675411666,0.411363471,186.7780961,462.4819045,12.422,41.905,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
1166.837733,Entire home/apt,0,0,6,1,0,1,9,86,2,1.423963778,0.148752076,125.3391036,203.9456949,16.38206,48.22004,Vienna,Wien Stadt,Vienna,Austria,28.4,71.6,3135.2
150.5297718,Entire home/apt,0,0,5,1,0,0,10,96,2,1.657023575,0.984946888,101.9738564,131.3495788,23.74306,37.96193,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
306.2212514,Entire home/apt,0,0,4,0,1,0,10,96,1,1.371064193,0.170704254,100.88152,154.4233453,23.75058,37.97838,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
462.313098,Entire home/apt,0,0,5,1,1,0,10,95,2,0.390960343,0.377241214,326.3386262,583.6373003,23.731,37.975,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
165.0497676,Entire home/apt,0,0,4,1,0,0,9,94,2,3.437280196,0.396319272,49.8211724,73.13931715,23.73224,38.00642,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
91.04027196,Entire home/apt,0,0,3,0,0,0,10,97,1,2.430684669,1.016850403,66.79596621,96.8899392,23.741,37.997,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
202.3611195,Private room,0,1,2,1,0,0,9,95,1,4.787173945,0.713210983,225.7539988,469.0384532,-0.1447,51.46666,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
221.7683812,Entire home/apt,0,0,4,1,1,0,10,95,1,3.936678832,1.342460241,325.4921798,892.3103866,12.46634,41.87772,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
710.2979415,Entire home/apt,0,0,4,0,0,0,10,93,1,1.543202895,0.549118407,967.4872288,1095.87002,2.33201,48.85891,Paris,Paris,Ile-de-France,France,58,42,3305.14
210.8359324,Entire home/apt,0,0,4,1,0,0,10,100,1,4.038050827,0.258383238,164.6062801,469.071906,12.519,41.935,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
240.112915,Entire home/apt,0,0,2,0,0,0,10,97,1,5.279185007,0.267798274,229.6431378,496.5523052,2.28905,48.83448,Paris,Departement des Hauts-de-Seine,Ile-de-France,France,58,42,3305.14
605.2433046,Private room,0,1,2,1,0,1,10,100,1,0.962870916,0.395526857,532.8214608,1277.467384,2.15981,41.39116,Barcelona,Provincia de Barcelona,Catalonia,Spain,51.9,48.1,2102.82
582.6328162,Entire home/apt,0,0,3,1,0,0,9,94,2,3.435215218,0.235516067,418.8747635,1108.875586,2.33513,48.8852,Paris,Paris,Ile-de-France,France,58,42,3305.14
1166.008687,Entire home/apt,0,0,2,1,1,0,10,80,0,0.578542548,0.101858003,511.6828995,1112.856903,2.36001,48.85454,Paris,Paris,Ile-de-France,France,58,42,3305.14
314.1005396,Private room,0,1,2,1,0,1,10,97,1,4.48833394,0.451914841,167.2845418,354.808531,2.216,41.408,Barcelona,Provincia de Barcelona,Catalonia,Spain,51.9,48.1,2102.82
347.2420545,Entire home/apt,0,0,2,1,0,0,9,86,1,3.016775198,0.281119716,221.5515011,559.4541648,2.38697,48.87162,Paris,Departement de Seine-Saint-Denis,Ile-de-France,France,58,42,3305.14
210.2411037,Entire home/apt,0,0,2,1,0,0,10,100,1,3.64509009,0.805870325,293.1090204,689.7319845,-0.10904,51.53899,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
184.1389874,Entire home/apt,0,0,5,1,0,0,10,100,1,3.314981714,0.608634692,225.2306945,600.7735696,12.5162,41.87291,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
696.5891137,Entire home/apt,0,0,6,1,0,1,9,70,1,3.789479934,0.354360633,553.0139058,1057.335092,2.30564,48.87057,Paris,Departement des Hauts-de-Seine,Ile-de-France,France,58,42,3305.14
84.21047869,Entire home/apt,0,0,5,0,0,0,10,99,2,4.581644089,0.550782115,38.10659709,55.86459159,23.725,38.016,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
125.0988576,Entire home/apt,0,0,4,1,0,0,9,91,1,3.014769843,0.74478668,186.3717408,527.5816584,12.5374,41.90772,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
570.5277862,Entire home/apt,0,0,6,0,1,0,10,98,2,2.091743151,0.943276065,163.1871007,169.2731665,16.38464,48.1912,Vienna,Wien Stadt,Vienna,Austria,28.4,71.6,3135.2
454.4272459,Entire home/apt,0,0,2,1,0,0,10,100,1,2.263796013,0.052953589,414.6366796,1113.906951,2.34428,48.87615,Paris,Paris,Ile-de-France,France,58,42,3305.14
546.9405087,Entire home/apt,0,0,5,1,0,0,10,95,2,3.503952091,1.722843669,127.8814245,165.2015006,4.93679,52.3566,Amsterdam,Gemeente Ouder-Amstel,North Holland,Netherlands,25.7,74.3,4502.1
1641.518989,Entire home/apt,0,0,4,1,0,0,10,93,1,0.377592554,0.189902109,586.1171185,1301.700046,2.35477,48.85969,Paris,Paris,Ile-de-France,France,58,42,3305.14
72.69884853,Entire home/apt,0,0,2,1,0,0,8,77,1,7.286751442,2.124312823,152.3665428,315.8422376,-0.1094,51.44382,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
286.8636042,Entire home/apt,0,0,4,1,0,0,10,90,2,6.671082781,0.520691167,170.2764618,371.2996437,-0.09901,51.56559,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
133.9749047,Entire home/apt,0,0,4,0,1,0,10,97,2,3.823741692,0.60133437,44.56201241,65.49137321,23.735,38.01,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
623.7112498,Entire home/apt,0,0,4,1,0,1,9,89,2,1.603516442,0.314257113,144.6904013,481.809349,-9.14711,38.72558,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
423.2780677,Entire home/apt,0,0,4,1,1,0,9,91,1,3.149062675,0.183299373,461.2014307,1098.593079,2.34051,48.88372,Paris,Paris,Ile-de-France,France,58,42,3305.14
352.1973128,Private room,0,1,2,1,0,1,10,96,1,1.865588274,0.305417691,548.6016174,865.334147,-0.13435,51.49211,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
43.08846414,Private room,0,1,2,0,1,0,10,99,1,11.86983813,4.40898602,105.8621914,213.8078978,0.02786,51.46394,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
109.1612492,Private room,0,1,2,1,1,0,10,100,3,8.294446277,0.681239413,136.6954429,307.2801654,-0.19923,51.44873,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
160.3811387,Private room,0,1,2,1,0,1,9,89,1,2.777645034,1.488687146,762.4296581,2065.279783,12.469,41.898,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
78.24950856,Private room,0,1,2,1,1,0,10,100,1,3.759213477,0.326346148,188.2645851,578.2124686,12.52758,41.87282,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
596.7647553,Private room,0,1,4,1,0,0,10,100,1,1.352393376,0.19798041,790.5865701,1703.753635,12.4868,41.90475,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
612.6944427,Entire home/apt,0,0,6,1,1,0,9,90,2,0.749657497,0.412368219,708.2478209,1584.019553,12.49365,41.8988,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
133.4154027,Private room,0,1,2,1,0,0,10,100,1,2.728606896,0.214376659,216.7976914,621.818958,12.51343,41.92397,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
110.1374211,Entire home/apt,0,0,3,1,0,0,10,100,1,2.851712853,0.443093019,63.80495326,95.4484202,23.71841,37.99745,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
221.2776828,Entire home/apt,0,0,2,0,0,0,10,96,1,3.143049145,0.538402218,94.61736726,145.66405,13.4554,52.50804,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
260.3929753,Private room,0,1,2,1,1,0,9,89,1,2.811828645,1.060265608,162.300212,211.5242533,4.92623,52.35815,Amsterdam,Gemeente Ouder-Amstel,North Holland,Netherlands,25.7,74.3,4502.1
167.8873346,Entire home/apt,0,0,4,1,0,0,10,100,1,3.502745125,0.269353959,319.1922259,904.3798478,12.48182,41.87328,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
293.1269368,Entire home/apt,0,0,3,1,0,1,9,94,1,0.924983573,0.656244414,477.4629488,1248.767195,12.4966,41.90805,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
54.98331342,Entire home/apt,0,0,2,0,0,0,10,100,1,2.69201957,1.511078242,59.36745901,85.73892493,23.747,37.998,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
157.9250481,Entire home/apt,0,0,2,1,0,0,9,94,1,2.742976759,1.271895274,593.5325059,1852.890124,12.47406,41.88798,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
93.49918698,Entire home/apt,0,0,3,0,1,0,10,100,1,1.437208273,0.631051289,129.2941702,171.5485505,23.73485,37.9885,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
543.3604285,Entire home/apt,0,0,2,1,1,0,10,100,1,1.125396791,0.357060214,337.1930481,410.8100759,13.4,52.524,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
166.157566,Entire home/apt,0,0,4,1,0,0,10,100,1,2.007886433,0.412394991,123.2702483,180.1603886,23.71256,37.97492,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
272.2864763,Entire home/apt,0,0,5,0,0,1,10,97,1,0.786291934,0.512533522,227.2446394,689.651668,19.06448,47.49989,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
202.4665309,Entire home/apt,0,0,4,0,1,0,10,97,1,1.693505535,0.475318122,115.4358971,142.7624693,23.73659,37.96034,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
132.8637698,Entire home/apt,0,0,4,0,0,0,10,98,1,2.65517079,0.279896067,67.78182568,101.1566601,23.722,37.997,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
334.1350072,Private room,0,1,2,1,0,0,10,97,1,3.893261987,0.657429833,147.2292431,179.4896783,4.86119,52.3442,Amsterdam,Gemeente Amsterdam,North Holland,Netherlands,25.7,74.3,4502.1
118.1602777,Shared room,1,0,6,1,0,1,8,94,1,3.940102008,0.264545371,199.9165873,484.6174497,2.38185,48.88636,Paris,Departement de Seine-Saint-Denis,Ile-de-France,France,58,42,3305.14
178.1813298,Entire home/apt,0,0,4,1,0,1,10,96,2,1.86874046,0.468754397,97.95807701,146.6081084,23.72612,37.99071,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
103.172245,Entire home/apt,0,0,4,0,0,1,10,91,1,4.352124864,1.870385015,293.3083725,780.5376902,12.45992,41.87775,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
143.4295203,Private room,0,1,2,1,1,0,10,100,1,1.321697834,0.295936189,224.2977475,388.6438399,19.06306,47.50883,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
182.3427409,Private room,0,1,2,1,0,1,9,92,1,2.220370277,1.197008299,1150.858933,2110.081315,12.476,41.897,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
151.9153138,Private room,0,1,2,0,1,0,10,96,1,2.583370551,0.403206359,202.7246144,564.9108761,12.52773,41.91423,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
276.5351883,Entire home/apt,0,0,2,1,0,1,7,76,0,4.394893965,0.358461357,180.1659965,438.4533147,2.391,48.887,Paris,Departement de Seine-Saint-Denis,Ile-de-France,France,58,42,3305.14
276.1449119,Entire home/apt,0,0,2,0,0,0,10,100,1,1.467307626,0.186041182,192.9205234,291.7235944,23.7187,37.97586,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
117.6340024,Entire home/apt,0,0,4,0,1,0,9,95,1,2.928393697,1.365661542,686.4727782,1748.824033,12.46705,41.89901,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
335.9396151,Private room,0,1,2,1,0,0,9,90,1,1.7292671,0.109406314,302.4751832,797.6742303,2.37465,48.86232,Paris,Paris,Ile-de-France,France,58,42,3305.14
184.1779544,Private room,0,1,2,0,0,0,10,95,1,7.17877532,0.167550229,176.647835,348.8798651,2.25853,48.83914,Paris,Departement des Hauts-de-Seine,Ile-de-France,France,58,42,3305.14
354.4383426,Entire home/apt,0,0,4,1,0,1,9,84,1,0.863596219,0.529716597,223.2725823,714.2686257,-9.1488,38.70938,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
304.8565336,Private room,0,1,2,1,0,0,9,95,1,3.004824485,0.119343334,366.6989562,821.6440984,2.34894,48.88348,Paris,Paris,Ile-de-France,France,58,42,3305.14
104.3754731,Private room,0,1,2,1,1,0,10,92,1,1.846027342,0.327195976,318.549264,793.5719345,12.51382,41.88668,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
347.5163412,Entire home/apt,0,0,4,1,0,1,9,90,1,3.98141191,0.575698944,380.4718258,994.8375554,-0.07358,51.52049,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
1561.667603,Entire home/apt,0,0,6,0,0,0,10,99,3,1.790270768,0.082652804,1040.842638,1674.608019,12.48194,41.90631,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
200.5960089,Private room,0,1,2,1,0,0,10,90,1,3.998175545,0.415837905,422.8956293,803.4340486,2.3067,48.87582,Paris,Departement des Hauts-de-Seine,Ile-de-France,France,58,42,3305.14
109.5652899,Private room,0,1,2,1,0,0,9,94,0,3.229662944,0.459439389,85.61950391,123.7164065,13.41857,52.55243,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
242.6061277,Private room,0,1,2,1,0,1,9,86,1,1.835581522,0.590951226,332.4003209,973.7389283,2.14952,41.39307,Barcelona,Provincia de Barcelona,Catalonia,Spain,51.9,48.1,2102.82
188.9313923,Entire home/apt,0,0,6,0,1,0,10,98,2,4.253666544,0.572930336,366.8843388,919.0593589,12.4538,41.91338,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
678.4358259,Entire home/apt,0,0,4,1,0,1,9,88,1,3.73715437,0.146006538,467.6759612,843.8107983,-0.14433,51.54023,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
257.9347888,Entire home/apt,0,0,2,1,0,0,7,70,0,5.070055469,0.48844415,315.2055608,651.706667,2.29469,48.88133,Paris,Departement des Hauts-de-Seine,Ile-de-France,France,58,42,3305.14
470.2009072,Entire home/apt,0,0,4,0,0,1,10,97,1,1.345950257,0.354783099,145.2525953,218.5869505,16.39134,48.20589,Vienna,Wien Stadt,Vienna,Austria,28.4,71.6,3135.2
202.8621303,Entire home/apt,0,0,3,0,1,0,10,100,1,1.800102979,0.427052786,156.2893345,207.0325037,23.72198,37.96331,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
765.5402368,Entire home/apt,0,0,2,0,0,1,10,97,1,0.793557934,0.198930613,270.7908956,621.1407276,-9.134,38.718,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
164.6022724,Private room,0,1,2,1,0,0,10,98,1,2.860404818,0.375148712,109.7791963,161.432048,16.34798,48.18936,Vienna,Wien Stadt,Vienna,Austria,28.4,71.6,3135.2
683.1273347,Entire home/apt,0,0,6,1,0,1,8,83,2,2.659854832,0.708308546,379.0426269,571.0443577,2.157,41.409,Barcelona,Provincia de Barcelona,Catalonia,Spain,51.9,48.1,2102.82
131.9549649,Private room,0,1,2,1,0,0,9,95,1,6.113722741,0.269036264,64.69505807,86.22256535,13.43408,52.46952,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
221.9412522,Private room,0,1,2,1,1,0,10,93,1,2.481359661,0.243750466,114.4431634,175.6721616,16.34029,48.20937,Vienna,Wien Stadt,Vienna,Austria,28.4,71.6,3135.2
304.8667847,Entire home/apt,0,0,5,0,0,0,10,95,2,1.670370348,0.169136695,362.933581,903.2183238,12.51048,41.88715,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
530.571558,Entire home/apt,0,0,4,1,1,0,8,76,3,2.955913597,1.644883337,195.427781,248.7803573,4.85803,52.35758,Amsterdam,Gemeente Amsterdam,North Holland,Netherlands,25.7,74.3,4502.1
183.0262002,Entire home/apt,0,0,4,1,1,0,10,97,2,3.596546757,0.477023757,628.4630866,1410.120279,12.45927,41.90504,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
157.3259247,Private room,0,1,2,0,0,1,10,90,1,3.333826221,0.308687353,479.5300198,1264.618844,12.46377,41.9095,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
290.1576238,Entire home/apt,0,0,4,1,0,1,9,86,0,0.798695301,0.480718218,227.38741,808.5594027,-9.14545,38.71794,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
296.5323674,Entire home/apt,0,0,4,1,0,1,9,98,1,0.903909022,0.492889224,212.4592595,827.7638146,19.06599,47.50017,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
268.6266921,Private room,0,1,2,1,0,1,8,76,1,9.50450634,0.341380162,117.6254493,286.475579,-0.164,51.426,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
176.3622383,Private room,0,1,4,0,0,1,10,97,1,2.448316988,0.623759985,132.3221685,238.6128809,19.082,47.51,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
387.0990617,Entire home/apt,0,0,4,0,0,1,10,95,1,1.604261627,0.84408062,141.61937,418.9902851,-9.15808,38.7126,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
129.3270696,Private room,0,1,2,0,0,1,9,93,1,3.083729116,0.926216069,462.9382604,1248.257361,12.475,41.882,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
173.7687947,Entire home/apt,0,0,3,0,1,0,9,93,1,1.493387739,0.167496462,187.6592378,219.5182389,23.72798,37.96346,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
289.967692,Entire home/apt,0,0,2,1,0,0,10,80,1,5.766150763,0.184027861,214.6626135,515.8407198,-0.1972,51.48016,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
547.8307415,Entire home/apt,0,0,2,1,0,1,9,100,1,0.34891876,0.200757992,288.8420607,758.6272435,19.05248,47.49565,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
188.0507711,Private room,0,1,2,0,0,1,10,98,1,1.557723783,0.416399374,483.4894434,941.2441574,12.505,41.887,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
200.022005,Entire home/apt,0,0,5,1,1,0,10,90,2,2.706806969,1.067396648,102.9237449,257.7739952,-9.167,38.724,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
250.306582,Private room,0,1,3,1,0,1,9,94,1,0.434382964,0.298857904,507.8247342,1129.038444,12.50368,41.89711,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
162.6613198,Entire home/apt,0,0,4,1,0,0,10,89,2,3.839179905,0.582222309,175.2052212,498.015799,12.51399,41.9343,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
384.8103239,Entire home/apt,0,0,2,1,0,1,10,90,1,6.114949148,0.464022048,203.1749885,467.2158493,-0.20858,51.48688,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
402.6970901,Entire home/apt,0,0,4,0,0,1,10,99,1,1.36717171,0.442110886,205.2556945,329.4695419,16.3651,48.19764,Vienna,Wien Stadt,Vienna,Austria,28.4,71.6,3135.2
203.9363771,Entire home/apt,0,0,4,0,0,0,10,96,1,3.241248082,0.438775051,385.8061379,1119.380799,12.478,41.878,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
210.076483,Private room,0,1,2,1,0,0,9,93,1,2.762323853,0.422830589,390.2668976,662.9593312,-0.09966,51.4906,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
374.9555085,Entire home/apt,0,0,5,0,0,0,10,99,1,1.086924588,0.381441298,622.3618742,428.5620654,23.72789,37.96778,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
670.2766298,Entire home/apt,0,0,2,1,0,0,9,87,1,3.524562779,0.140157733,365.4042436,851.1784888,2.32337,48.88166,Paris,Paris,Ile-de-France,France,58,42,3305.14
176.8020042,Private room,0,1,2,1,0,0,10,98,1,3.762488094,0.785826172,555.826303,786.3839819,-0.07399,51.50305,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
963.9592609,Entire home/apt,0,0,4,1,0,1,9,94,2,3.709663705,0.446146449,309.4429838,719.1940317,-0.08665,51.52981,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
260.5997954,Entire home/apt,0,0,2,1,1,0,9,80,0,1.975640971,0.500936976,145.1640506,234.7462545,19.04619,47.48164,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
284.0660406,Entire home/apt,0,0,6,0,0,1,10,90,2,3.755540471,0.572799846,367.7666436,902.0326169,12.46115,41.91503,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
66.89183348,Entire home/apt,0,0,2,0,0,0,10,99,1,6.551002559,5.597590251,201.1733939,146.694074,-9.2115,38.69466,Lisbon,Oeiras,Lisbon,Portugal,32.6,67.4,1304.65
285.2109624,Entire home/apt,0,0,2,1,0,0,8,84,1,6.082157937,0.637663222,44.03368257,58.2871491,16.42382,48.1653,Vienna,Politischer Bezirk Wien-Umgebung,Lower Austria,Austria,28.4,71.6,3135.2
248.1839843,Private room,0,1,2,0,1,0,9,98,1,3.327054862,0.111031118,113.1173414,162.3099049,13.42115,52.49365,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
191.6115047,Entire home/apt,0,0,4,1,1,0,10,100,3,6.948192591,1.323925056,170.3625457,416.6652736,12.42129,41.91684,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
860.2584239,Entire home/apt,0,0,2,0,0,1,10,99,0,3.974128396,0.157399053,411.621949,814.5424204,-0.071,51.514,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
351.7604722,Entire home/apt,0,0,4,0,0,1,10,98,1,0.650704307,0.415849391,246.4333849,839.1818685,19.06277,47.49768,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
457.6469743,Entire home/apt,0,0,3,1,0,0,10,100,2,0.828461989,0.428283079,549.79495,1310.71809,12.495,41.906,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
838.2226846,Entire home/apt,0,0,4,1,0,1,9,92,1,1.999526159,0.268144398,272.8780684,801.3321292,2.37893,48.85157,Paris,Paris,Ile-de-France,France,58,42,3305.14
97.00003365,Entire home/apt,0,0,6,1,1,0,9,90,2,3.044892704,0.491088664,57.29564758,84.28518418,23.72715,38.0022,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
270.8485294,Entire home/apt,0,0,4,0,1,0,10,99,1,1.683580747,0.321286264,174.5788394,246.2422892,23.723,37.964,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
190.7600478,Entire home/apt,0,0,4,1,1,0,10,94,1,2.399930512,0.864197285,789.2150026,1745.852921,12.47349,41.90315,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
56.02073163,Private room,0,1,2,1,1,0,10,87,1,7.45313721,2.046529217,119.2119011,317.184893,12.50398,41.83379,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
1015.076573,Entire home/apt,0,0,6,1,0,0,10,93,3,0.900502081,0.572827141,212.4402317,844.3708631,-9.14368,38.71984,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
240.4696879,Entire home/apt,0,0,4,0,0,1,10,100,2,2.984926114,0.493298457,94.95375801,214.0286595,-9.12153,38.73523,Lisbon,Lisbon,Lisbon,Portugal,32.6,67.4,1304.65
277.254228,Entire home/apt,0,0,4,0,1,0,10,97,1,5.409829164,2.16021525,208.3391543,459.5779066,-0.16831,51.46691,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
80.68914493,Private room,0,1,2,0,1,0,10,100,1,6.248842962,0.860725995,66.27145347,113.4540007,-9.11847,38.76619,Lisbon,Loures,Lisbon,Portugal,32.6,67.4,1304.65
122.2814186,Entire home/apt,0,0,3,1,0,1,10,100,0,2.117935666,0.676963481,118.1104889,151.3761604,23.72123,37.96013,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
240.0674498,Entire home/apt,0,0,2,0,0,0,10,98,1,1.42990523,0.210444596,381.6978826,331.6914339,19.03757,47.50472,Budapest,Budapest,Budapest,Hungary,33.9,66.1,1410.6
722.9001691,Entire home/apt,0,0,6,1,0,1,10,100,1,8.314367962,0.077560092,134.1223205,314.8721813,-0.15973,51.43636,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
175.0588751,Entire home/apt,0,0,2,1,0,0,9,96,0,6.2542167,0.459621182,118.0528373,365.4222935,12.55895,41.8638,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
122.7859354,Entire home/apt,0,0,4,1,0,0,10,98,2,4.361467657,1.775047333,249.1734943,620.0924684,12.46351,41.92741,Rome,Rome,Rome,Holy See (Vatican City State),47.3,52.7,1863.9
1185.203669,Entire home/apt,0,0,5,1,0,1,8,82,3,1.450154427,0.236788523,554.5662982,1514.522384,-0.14285,51.51717,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
170.8424523,Private room,0,1,2,1,1,0,10,94,1,3.714026606,0.339301723,170.3036666,525.3877282,12.52296,41.93051,Rome,Citta metropolitana di Roma Capitale,Latium,Italy,47.3,52.7,1863.9
281.9218313,Entire home/apt,0,0,4,1,0,0,10,100,2,1.165262137,0.537959915,130.1536224,228.0414935,23.734,37.986,Athens,Nomarchia Athinas,Attica,Greece,55.2,44.8,1164.49
151.187112,Private room,0,1,2,1,1,0,9,91,2,5.700541102,0.263903519,225.024106,521.1988532,-0.20592,51.49316,London,Greater London,England,United Kingdom,55.6,44.4,4260.76
164.3493386,Private room,0,1,2,1,0,0,9,92,1,2.334539781,0.456270121,105.6897849,185.2767315,13.41761,52.5444,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
526.6161836,Private room,0,1,2,1,1,0,10,98,2,1.050054346,0.397578426,631.516233,1443.9841,2.18251,41.38621,Barcelona,Provincia de Barcelona,Catalonia,Spain,51.9,48.1,2102.82
217.4242601,Entire home/apt,0,0,2,1,1,0,10,99,1,3.242250039,0.579049872,78.78761866,110.3215014,13.46399,52.51992,Berlin,Berlin,Berlin,Germany,44.5,55.5,3136.14
